DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IE,2022,506282.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IE,2023,504619.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2012,11479.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2013,12132.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2014,13472.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2015,15795.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2016,18804.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2017,21917.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2018,22238.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2019,22043.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2020,18891.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2021,21647.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IS,2022,26691.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2012,1624358.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2013,1612751.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2014,1627405.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2015,1655355,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2016,1695786.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2017,1736592.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2018,1771391.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2019,1796648.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2020,1661239.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2021,1821934.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2022,1962845.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,IT,2023,2085375.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2013,4812.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2014,5021.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2015,5649.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2016,5637.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2017,5734.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2018,5666.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2019,5750.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2020,5618,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LI,2021,6517.5,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2012,33410.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2013,35039.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2014,36581.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2015,37345.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2016,38889.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2017,42276.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2018,45515.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2019,48959.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2020,49873.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2021,56478.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2022,67399.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LT,2023,72047.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2012,46526.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2013,49094.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2014,51791.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2015,54142.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2016,56208.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2017,58168.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2018,60121.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2019,62431.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2020,64524.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2021,72360.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LU,2022,77529,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2012,22097.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2013,22791.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2014,23625.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2015,24572.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2016,25371.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2017,26984.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2018,29153.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2019,30572.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2020,30109.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2021,33348.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2022,38386.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,LV,2023,40309.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2012,3181.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2013,3362.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2014,3457.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2015,3654.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2016,3954.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2017,4299.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2018,4663.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2019,4950.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2020,4185.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2021,4955.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,ME,2022,5924,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2012,7584.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2013,8149.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2014,8562,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2015,9072.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2016,9656.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2017,10038.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2018,10744,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2019,11262,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2020,10851.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2021,11834.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MK,2022,13033.2,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2012,7364.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2013,7944.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2014,8751.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2015,9996.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2016,10541.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2017,11936.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2018,13044,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2019,14294.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2020,13352.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2021,15327.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,MT,2022,17450.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2012,652966,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2013,660463,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2014,671560,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2015,690008,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2016,708337,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2017,738146,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2018,773987,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2019,813055,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2020,796530,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2021,870587,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2022,958549,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NL,2023,1032841,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2012,399069.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2013,395856.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2014,378456.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2015,349756.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2016,335396.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2017,356288.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2018,372657.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2019,365130.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2020,322823.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2021,425445.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,NO,2022,564662.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2012,385389.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2013,388356.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2014,406412.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2015,429834.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2016,424735.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2017,465772.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2018,499004.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2019,532504.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2020,526147.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2021,576382.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PL,2022,654594.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2012,168295.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2013,170492.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2014,173053.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2015,179713.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2016,186489.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2017,195947.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2018,205184.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2019,214374.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2020,200518.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2021,216053.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2022,242340.8,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,PT,2023,265741.9,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2012,139319.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2013,142928.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2014,150522.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2015,160287.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2016,167494.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2017,186399,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2018,206071.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2019,224178.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2020,220486.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2021,241611.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RO,2022,284173.6,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2012,33679.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2013,36426.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2014,35467.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2015,35740.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2016,36779.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2017,39235.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2018,42892.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2019,46005.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2020,46815.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2021,53345.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2022,60426.5,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,RS,2023,69513,p
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2012,430037.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2013,441850.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2014,438833.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2015,455494.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2016,466266.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2017,480025.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2018,470673.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2019,476869.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2020,480556.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2021,540734,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SE,2022,563030.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2012,36253.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2013,36454.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2014,37634.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2015,38852.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2016,40443.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2017,43011.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2018,45876.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2019,48582.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2020,47044.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2021,52278.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2022,57037.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SI,2023,63089.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2012,73649.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2013,74492.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2014,76354.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2015,80126,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2016,81265.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2017,84669.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2018,89874.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2019,94429.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2020,93444.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2021,100255.7,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,SK,2022,109645.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2012,683587.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2013,719726.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2014,707000.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2015,777042.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2016,785618.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2017,760497.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2018,658963.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2019,679135.8,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2020,626785.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2021,690246,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,TR,2022,862309.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2012,2111028.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2013,2096338,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2014,2311080.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2015,2644716.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2016,2434119.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2017,2359789.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2018,2420897.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,UK,2019,2526615.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2012,4797.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2013,5071.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2014,5325.1,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2015,5674.4,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2016,6037.3,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2017,6356.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2018,6671.5,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2019,7056.2,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2020,6771.6,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2021,7957.9,
ESTAT:TEC00001(1.0),5/3/2024 11:00,A,B1GQ,CP_MEUR,XK,2022,8895.7,
