DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2012,6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2013,4.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2014,1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2015,0.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2016,0.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2017,-1.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2018,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2019,2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2020,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2021,3.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2022,5.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IS,2023,8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2012,3.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2013,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2014,0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2015,0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2016,-0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2017,1.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2018,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2019,0.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2020,-0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2021,1.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2022,8.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,IT,2023,5.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2012,3.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2013,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2014,0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2015,-0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2016,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2017,3.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2018,2.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2019,2.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2020,1.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2021,4.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2022,18.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LT,2023,8.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2012,2.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2013,1.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2014,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2015,0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2016,0,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2017,2.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2018,2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2019,1.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2020,0,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2021,3.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2022,8.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LU,2023,2.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2012,2.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2013,0,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2014,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2015,0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2016,0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2017,2.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2018,2.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2019,2.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2020,0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2021,3.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2022,17.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,LV,2023,9.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2016,-0.1,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2017,2.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2018,2.6,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2019,0.5,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2020,-0.5,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2021,2.5,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2022,11.9,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,ME,2023,8.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2012,1.8,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2013,2.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2014,0,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2015,0.1,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2016,0.2,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2017,2.1,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2018,2.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2019,0.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2020,1.2,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2021,3.4,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2022,14,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MK,2023,9,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2012,3.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2013,1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2014,0.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2015,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2016,0.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2017,1.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2018,1.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2019,1.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2020,0.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2021,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2022,6.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,MT,2023,5.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2012,2.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2013,2.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2014,0.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2015,0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2016,0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2017,1.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2018,1.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2019,2.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2020,1.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2021,2.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2022,11.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NL,2023,4.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2012,0.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2013,2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2014,1.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2015,2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2016,3.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2017,1.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2018,3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2019,2.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2020,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2021,3.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2022,6.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,NO,2023,5.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2012,3.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2013,0.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2014,0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2015,-0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2016,-0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2017,1.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2018,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2019,2.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2020,3.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2021,5.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2022,13.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PL,2023,10.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2012,2.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2013,0.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2014,-0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2015,0.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2016,0.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2017,1.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2018,1.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2019,0.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2020,-0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2021,0.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2022,8.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,PT,2023,5.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2012,3.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2013,3.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2014,1.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2015,-0.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2016,-1.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2017,1.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2018,4.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2019,3.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2020,2.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2021,4.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2022,12,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RO,2023,9.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2012,7.4,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2013,7.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2014,2.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2015,1.5,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2016,1.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2017,3.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2018,2,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2019,1.9,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2020,1.8,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2021,4,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2022,11.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,RS,2023,12.1,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2012,0.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2013,0.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2014,0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2015,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2016,1.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2017,1.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2018,2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2019,1.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2020,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2021,2.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2022,8.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SE,2023,5.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2012,2.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2013,1.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2014,0.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2015,-0.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2016,-0.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2017,1.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2018,1.9,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2019,1.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2020,-0.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2021,2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2022,9.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SI,2023,7.2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2012,3.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2013,1.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2014,-0.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2015,-0.3,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2016,-0.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2017,1.4,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2018,2.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2019,2.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2020,2,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2021,2.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2022,12.1,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,SK,2023,11,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2012,9,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2013,7.5,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2014,8.9,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2015,7.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2016,7.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2017,11.1,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2018,16.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2019,15.2,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2020,12.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2021,19.6,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2022,72.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,TR,2023,54,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2012,2.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2013,2.6,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2014,1.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2015,0,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2016,0.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2017,2.7,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2018,2.5,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,UK,2019,1.8,
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2012,2.1,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2013,1.2,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2014,1.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2015,-0.8,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2016,0.6,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2017,1.8,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2018,2.2,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2019,1.4,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2020,0.8,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2021,5.3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2022,8.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,US,2023,3,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,XK,2017,1.5,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,XK,2018,1.1,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,XK,2019,2.7,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,XK,2020,0.2,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,XK,2021,3.4,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,XK,2022,11.6,d
ESTAT:TEC00118(1.0),22/02/24 11:00:00,A,RCH_A_AVG,CP00,XK,2023,4.9,d
