,Position,Edge,Path,Total
0,1057,318,48,1423
1,1055,314,48,1417
2,1051,318,49,1418
3,1050,315,49,1414
4,1051,315,49,1415
5,1047,317,50,1414
6,1046,314,50,1410
7,1044,313,51,1408
8,1038,312,51,1401
9,1036,315,50,1401
10,1036,313,50,1399
11,1035,313,50,1398
12,1032,312,50,1394
13,1034,310,50,1394
14,1032,309,51,1392
15,1028,309,50,1387
16,1024,313,50,1387
17,1026,311,50,1387
18,1023,313,49,1385
19,1023,315,48,1386
20,1021,315,48,1384
21,1016,316,48,1380
22,1014,316,48,1378
23,1014,312,49,1375
24,1013,312,50,1375
25,1009,310,51,1370
26,1006,310,51,1367
27,1004,312,50,1366
28,1005,311,50,1366
29,1003,310,50,1363
30,1001,307,51,1359
31,1005,308,53,1366
32,1006,307,53,1366
33,1004,306,54,1364
34,1001,303,53,1357
35,1011,297,49,1357
36,1013,295,49,1357
37,1013,293,49,1355
38,1011,291,49,1351
39,1009,293,49,1351
40,1011,292,45,1348
41,1007,291,45,1343
42,1005,290,42,1337
43,1005,289,41,1335
44,1005,290,40,1335
45,1007,288,40,1335
46,1007,288,40,1335
47,1005,288,39,1332
48,1005,289,40,1334
49,1001,291,40,1332
50,1000,291,40,1331
51,999,290,40,1329
52,1001,289,40,1330
53,1001,286,40,1327
54,1000,286,39,1325
55,1000,283,39,1322
56,1005,276,37,1318
57,1006,273,37,1316
58,1004,273,37,1314
59,1003,271,37,1311
60,1001,270,37,1308
61,1002,266,38,1306
62,1002,265,37,1304
63,999,266,38,1303
64,993,265,37,1295
65,993,264,37,1294
66,989,263,37,1289
67,985,263,37,1285
68,982,263,37,1282
69,984,262,36,1282
70,986,259,35,1280
71,983,258,36,1277
72,980,262,35,1277
73,986,258,35,1279
74,981,257,35,1273
75,980,259,35,1274
76,981,260,35,1276
77,982,259,34,1275
78,979,260,34,1273
79,980,258,34,1272
80,977,261,33,1271
81,974,260,33,1267
82,973,259,33,1265
83,973,261,34,1268
84,974,260,34,1268
85,975,260,34,1269
86,970,261,34,1265
87,970,260,35,1265
88,966,259,36,1261
89,966,261,37,1264
90,968,259,38,1265
91,964,258,39,1261
92,966,254,40,1260
93,964,254,39,1257
94,964,252,39,1255
95,965,253,38,1256
96,963,254,38,1255
97,962,254,39,1255
98,966,247,39,1252
99,972,243,40,1255
100,970,239,40,1249
101,974,237,38,1249
102,971,238,37,1246
103,970,234,37,1241
104,967,234,37,1238
105,966,232,37,1235
106,970,229,36,1235
107,970,231,36,1237
108,973,231,34,1238
109,970,229,34,1233
110,969,229,34,1232
111,968,230,35,1233
112,960,230,38,1228
113,957,229,38,1224
114,953,228,37,1218
115,952,227,37,1216
116,945,224,37,1206
117,942,227,37,1206
118,941,228,35,1204
119,937,229,35,1201
120,938,228,35,1201
121,940,227,35,1202
122,941,223,35,1199
123,939,221,36,1196
124,937,223,36,1196
125,934,221,36,1191
126,928,225,36,1189
127,929,225,36,1190
128,925,225,36,1186
129,922,225,36,1183
130,919,227,37,1183
131,922,226,36,1184
132,925,224,36,1185
133,923,224,37,1184
134,924,222,37,1183
135,921,222,37,1180
136,920,222,37,1179
137,922,221,37,1180
138,921,222,36,1179
139,914,225,34,1173
140,910,225,33,1168
141,911,224,33,1168
142,907,224,34,1165
143,908,222,33,1163
144,906,222,33,1161
145,909,219,33,1161
146,909,220,33,1162
147,909,217,32,1158
148,908,215,32,1155
149,903,218,32,1153
150,893,221,33,1147
151,892,222,32,1146
152,885,222,31,1138
153,887,221,31,1139
154,887,216,31,1134
155,887,217,32,1136
156,886,216,32,1134
157,885,219,31,1135
158,885,218,31,1134
159,874,217,32,1123
160,868,217,33,1118
161,864,215,33,1112
162,861,214,33,1108
163,864,214,33,1111
164,864,213,33,1110
165,863,214,33,1110
166,859,215,33,1107
167,862,214,32,1108
168,857,215,32,1104
169,855,214,32,1101
170,860,212,32,1104
171,858,213,32,1103
172,855,211,32,1098
173,852,211,33,1096
174,848,213,33,1094
175,848,211,30,1089
176,847,210,30,1087
177,848,207,30,1085
178,849,209,29,1087
179,845,211,29,1085
180,845,212,29,1086
181,842,213,29,1084
182,841,213,29,1083
183,837,209,29,1075
184,834,209,30,1073
185,830,211,30,1071
186,826,212,31,1069
187,829,209,31,1069
188,833,210,31,1074
189,824,211,32,1067
190,826,213,32,1071
191,825,208,32,1065
192,826,206,32,1064
193,823,204,31,1058
194,822,205,30,1057
195,817,205,30,1052
196,816,205,30,1051
197,816,206,30,1052
198,813,207,30,1050
199,812,207,29,1048
200,808,209,29,1046
201,808,208,29,1045
202,808,209,29,1046
203,811,206,29,1046
204,814,208,29,1051
205,813,208,30,1051
206,810,210,31,1051
207,807,213,31,1051
208,810,217,29,1056
209,807,216,29,1052
210,806,216,29,1051
211,804,217,30,1051
212,804,216,30,1050
213,803,212,31,1046
214,803,211,31,1045
215,805,208,30,1043
216,803,207,31,1041
217,800,206,31,1037
218,799,202,31,1032
219,799,202,31,1032
220,794,203,31,1028
221,793,201,31,1025
222,791,199,31,1021
223,793,196,31,1020
224,793,192,32,1017
225,791,193,31,1015
226,790,191,31,1012
227,790,191,30,1011
228,790,192,30,1012
229,787,190,30,1007
230,783,192,30,1005
231,785,193,28,1006
232,786,194,27,1007
233,787,193,27,1007
234,787,193,27,1007
235,781,190,26,997
236,776,193,26,995
237,771,192,26,989
238,770,192,26,988
239,771,189,26,986
240,773,191,24,988
241,772,190,24,986
242,772,190,24,986
243,769,190,25,984
244,766,189,27,982
245,765,189,27,981
246,764,190,27,981
247,765,187,28,980
248,763,187,27,977
249,761,187,27,975
250,766,186,26,978
251,766,185,26,977
252,766,184,25,975
253,767,183,25,975
254,764,181,25,970
255,769,182,24,975
256,764,184,24,972
257,763,184,24,971
258,763,185,24,972
259,761,183,24,968
260,764,180,23,967
261,757,178,23,958
262,754,182,22,958
263,750,181,22,953
264,743,176,21,940
265,736,173,23,932
266,733,176,23,932
267,731,177,24,932
268,730,177,24,931
269,726,177,23,926
270,722,175,23,920
271,718,174,22,914
272,717,170,23,910
273,714,170,23,907
274,708,169,23,900
275,706,169,23,898
276,708,166,25,899
277,707,166,25,898
278,703,165,25,893
279,708,164,24,896
280,703,164,25,892
281,703,164,25,892
282,700,165,25,890
283,697,161,25,883
284,691,158,25,874
285,690,158,25,873
286,686,158,25,869
287,682,160,26,868
288,680,160,27,867
289,682,158,27,867
290,681,157,27,865
291,681,156,27,864
292,679,155,27,861
293,679,151,27,857
294,679,149,27,855
295,670,152,27,849
296,672,149,27,848
297,674,148,27,849
298,673,148,27,848
299,671,147,27,845
300,669,148,27,844
301,669,145,27,841
302,667,141,26,834
303,669,140,26,835
304,669,139,26,834
305,667,140,26,833
306,659,140,26,825
307,657,140,27,824
308,655,138,27,820
309,655,139,27,821
310,659,138,26,823
311,660,136,26,822
312,663,134,25,822
313,662,135,25,822
314,663,134,24,821
315,663,135,23,821
316,659,131,25,815
317,659,129,24,812
318,657,129,24,810
319,654,129,24,807
320,654,126,24,804
321,654,123,24,801
322,653,123,24,800
323,650,121,23,794
324,652,120,23,795
325,653,118,21,792
326,653,119,21,793
327,650,118,20,788
328,650,118,20,788
329,648,118,20,786
330,643,117,20,780
331,646,115,19,780
332,647,116,19,782
333,644,118,19,781
334,642,119,19,780
335,643,116,18,777
336,640,114,18,772
337,638,110,18,766
338,635,112,18,765
339,632,111,18,761
340,631,111,18,760
341,629,111,18,758
342,628,109,18,755
343,626,106,18,750
344,623,105,19,747
345,622,106,19,747
346,625,103,20,748
347,623,102,19,744
348,622,103,19,744
349,623,101,19,743
350,623,100,19,742
351,623,98,19,740
352,624,98,19,741
353,620,99,19,738
354,620,98,19,737
355,622,100,19,741
356,623,101,19,743
357,622,101,19,742
358,610,105,18,733
359,609,105,18,732
360,609,104,19,732
361,608,105,19,732
362,607,102,20,729
363,607,100,19,726
364,608,99,19,726
365,604,93,17,714
366,601,93,17,711
367,597,92,17,706
368,599,91,17,707
369,595,88,17,700
370,595,87,17,699
371,594,85,17,696
372,594,85,16,695
373,594,84,17,695
374,589,85,17,691
375,587,82,17,686
376,583,84,17,684
377,579,82,16,677
378,571,85,16,672
379,568,84,16,668
380,569,83,16,668
381,559,83,16,658
382,558,83,16,657
383,556,83,16,655
384,555,83,17,655
385,554,82,17,653
386,552,83,17,652
387,548,83,18,649
388,546,83,17,646
389,546,82,17,645
390,546,83,17,646
391,544,84,17,645
392,544,81,17,642
393,537,82,17,636
394,540,78,17,635
395,539,78,17,634
396,540,76,17,633
397,539,76,17,632
398,534,79,17,630
399,533,79,17,629
400,531,79,18,628
401,532,76,18,626
402,531,73,17,621
403,531,72,17,620
404,532,70,17,619
405,526,67,18,611
406,526,68,18,612
407,524,68,18,610
408,524,68,18,610
409,521,68,18,607
410,522,66,18,606
411,519,66,18,603
412,517,66,18,601
413,515,66,18,599
414,515,65,18,598
415,512,67,17,596
416,510,65,17,592
417,507,66,17,590
418,506,66,17,589
419,505,66,17,588
420,503,65,17,585
421,502,65,17,584
422,502,65,17,584
423,502,63,17,582
424,501,60,17,578
425,500,64,17,581
426,496,65,17,578
427,496,64,17,577
428,495,64,17,576
429,491,62,16,569
430,490,62,16,568
431,489,61,16,566
432,490,59,16,565
433,487,58,15,560
434,492,56,14,562
435,487,56,14,557
436,486,56,15,557
437,484,56,15,555
438,479,55,15,549
439,478,54,16,548
440,474,54,16,544
441,474,52,16,542
442,470,52,16,538
443,469,51,15,535
444,471,51,15,537
445,471,51,15,537
446,472,50,15,537
447,471,50,15,536
448,470,50,15,535
449,466,53,13,532
450,465,53,13,531
451,468,51,10,529
452,467,51,10,528
453,460,50,10,520
454,467,48,9,524
455,466,48,9,523
456,465,48,9,522
457,466,48,9,523
458,466,48,10,524
459,462,47,10,519
460,459,45,11,515
461,457,45,11,513
462,454,45,11,510
463,455,45,10,510
464,453,45,10,508
465,451,45,11,507
466,450,45,11,506
467,446,45,11,502
468,445,45,11,501
469,444,45,11,500
470,439,45,11,495
471,439,45,11,495
472,440,43,11,494
473,437,41,11,489
474,434,40,12,486
